,original_text,ground_truth_output
969,What can lead to higher wages for members of labor organizations?>>>>Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members.,1.0
970,"Inequality in the presence of credit market imperfections has what kind of effect on human capital formation?>>>>He showed that, in accordance with the credit market imperfection approach, inequality is associated with lower level of human capital formation (education, experience, and apprenticeship) and higher level of fertility, and thereby lower levels of growth.",1.0
971,"What lake connects the Rhine to Lake Constance?>>>>Lake Constance consists of three bodies of water: the Obersee (""upper lake""), the Untersee (""lower lake""), and a connecting stretch of the Rhine, called the Seerhein (""Lake Rhine"").",0.0
972,"What did John Wesley originally call the experience of conversion?>>>>In this reception, we are forgiven through the atoning work of Jesus Christ on the cross.",1.0
973,"What position did Fred Silverman leave ABC to take in 1978?>>>>Many of these series were greenlit by Silverman, who left ABC in 1978 to become president of NBC's entertainment division.",0.0
974,"What foot was injured on Manning that sidelined him in week 10?>>>>Under Kubiak, the Broncos planned to install a run-oriented offense with zone blocking to blend in with quarterback Peyton Manning's shotgun passing skills, but struggled with numerous changes and injuries to the offensive line, as well as Manning having his worst statistical season since his rookie year with the Indianapolis Colts in 1998, due to a plantar fasciitis injury in his heel that he had suffered since the summer, and the simple fact that Manning was getting old, as he turned 39 in the 2015 off-season.",1.0
975,What is the power-to-weight ratio of a steam plant compared to that of an internal combustion engine?>>>>The weight of boilers and condensers generally makes the power-to-weight ratio of a steam plant lower than for internal combustion engines.,0.0
976,Who designed the garden for the University Library?>>>>As the university garden it is open to the public every day.,1.0
977,"What is an example of a machine model that deviates from a generally accepted multi-tape Turing machine?>>>>Perhaps surprisingly, each of these models can be converted to another without providing any extra computational power.",1.0
978,"When do the stated Treaties apply?>>>>The Court of Justice of the European Union can interpret the Treaties, but it cannot rule on their validity, which is subject to international law.",1.0
979,What profession does Simon Kuznets have?>>>>Economist Simon Kuznets argued that levels of economic inequality are in large part the result of stages of development.,0.0
980,"How long is the term of a Judicial Council member?>>>>It consists of nine members, both laity and clergy, elected by the General Conference for an eight-year term.",0.0
981,"What kind of division of power did Kublai's government have?>>>>This government adopted the traditional Chinese tripartite division of authority among civil, military, and censorial offices, including the Central Secretariat (Zhongshu Sheng) to manage civil affairs, the Privy Council (Chinese: 樞密院) to manage military affairs, and the Censorate to conduct internal surveillance and inspection.",0.0
982,"Where is the Hyde Park Day School located?>>>>It operates the University of Chicago Laboratory Schools (a private day school for K-12 students and day care), the Sonia Shankman Orthogenic School (a residential treatment program for those with behavioral and emotional problems), and four public charter schools on the South Side of Chicago administered by the university's Urban Education Institute.",1.0
983,When was the IPCC Third Assessment Report published?>>>>The section discussed the divergence problem affecting certain tree ring data.,1.0
984,What did Tesla think could improve the brain's intelligence?>>>>Tesla theorized that the application of electricity to the brain enhanced intelligence.,0.0
985,"What is the frequency of the radio station WBT in North Carolina?>>>>WBT will also simulcast the game on its sister station WBT-FM (99.3 FM), which is based in Chester, South Carolina.",1.0
986,Southern California is second to which island in terms of famous serf breaks?>>>>Southern California is also important to the world of yachting.,1.0
987,"What was added to the the church of St. Andrew in 1726?>>>>This older church would have been one of several churches along the River Tyne dedicated to St Andrew, including the Priory church at Hexham.",1.0
988,"What South African law recognized two types of schools?>>>>The South African Schools Act of 1996 recognises two categories of schools: ""public"" (state-controlled) and ""independent"" (which includes traditional private schools and schools which are privately governed[clarification needed].)",0.0
989,"Who did the Panthers beat in the divisional round?>>>>The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers.",1.0
990,What proclamation officially ended limited Huguenot autonomy?>>>>The city's political institutions and the university were all handed over to the Huguenots.,1.0
991,"What are cestida called?>>>>The Cestida (""belt animals"") are ribbon-shaped planktonic animals, with the mouth and aboral organ aligned in the middle of opposite edges of the ribbon.",0.0
992,"What fortification was built in the 19th century after the defeat of the November Uprising?>>>>The Warsaw Citadel, an impressive 19th-century fortification built after the defeat of the November Uprising, was a place of martyr for the Poles.",0.0
993,Which amino acids contain sulfur?>>>>Chloroplasts alone make almost all of a plant cell's amino acids in their stroma except the sulfur-containing ones like cysteine and methionine.,0.0
994,"When did the origins of magnetic and electric fields occur?>>>>These ""Maxwell Equations"" fully described the sources of the fields as being stationary and moving charges, and the interactions of the fields themselves.",1.0
995,The Rhine forms an inland delta into which lake?>>>>The mouth of the Rhine into Lake Constance forms an inland delta.,0.0
